chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
0,0,242885,0,0,0,0,0,2,0.0,0.0,0,Loïc,0.0,454,False,Season long to Almere City,2023-08-29T07:47:33.418642Z,40,242885.jpg,0.0,Mbe Soh,0.0,False,,u,16,17,0,589,0,7786,2,0.0,0.0,Mbe Soh,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,582,212,569,211,527,198,587,212,,,,,,,0,0,0,0,0,0,698,190,463,170,591,208,522,197,0,0
0,0,168281,0,0,-1,1,0,2,0.0,0.0,0,Scott,0.0,455,False,On loan to Copenhagen on loan for the remainder of the season,2024-02-01T07:17:01.644165Z,44,168281.jpg,2.4,McKenna,0.1,False,,u,16,17,12,5765,0,10860,43,0.0,2.7,McKenna,416,0,0,1,6,0,0,0,0,0,0,1,64,89.0,32.4,17.0,13.8,5,0.21,0.17,0.38,5.64,342,133,360,126,390,140,386,140,,,,,,,0.05,0.0,0.04,0.09,1.22,1.3,519,94,566,230,238,74,451,177,1.08,0.22
0,0,244930,0,0,-1,1,0,3,0.0,0.0,0,Alex,0.0,456,False,Season-long loan to KV Kortrijk,2023-09-08T08:21:25.234986Z,44,244930.jpg,0.0,Mighten,0.0,False,,u,16,17,0,874,0,3352,1,0.0,0.0,Mighten,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,668,255,659,258,628,244,672,257,,,,,,,0,0,0,0,0,0,554,314,585,210,678,263,642,244,0,0
100,100,199170,0,0,0,0,0,2,0.2,-0.3,1,Moussa,0.2,457,False,,2023-12-30T22:30:10.085434Z,45,199170.jpg,1.3,Niakhaté,0.1,False,,a,16,17,19,5067,31,6349,18,0.0,4.2,Niakhaté,1067,0,0,1,25,0,0,0,2,1,0,1,172,207.8,47.8,22.0,27.7,11,0.37,0.22,0.59,20.71,230,84,326,108,374,131,308,108,,,,,,,0.03,0.0,0.02,0.05,1.75,2.11,378,64,360,126,399,138,499,192,0.93,0.08
0,0,243345,0,0,-1,1,0,3,0.0,0.0,0,Lewis,0.0,458,False,Season-long loan to Middlesbrough,2023-09-01T07:24:06.652254Z,49,243345.jpg,0.0,O'Brien,0.0,False,,u,16,17,0,68,0,1207,0,0.0,0.0,O'Brien,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,782,334,780,334,775,331,784,335,,,,,,,0,0,0,0,0,0,257,163,743,308,783,335,705,283,0,0
0,0,437476,0,0,0,0,0,3,0.0,0.0,0,Braian,0.0,459,False,Permanent transfer to Real Salt Lake,2023-08-04T09:39:04.512634Z,45,437476.jpg,0.0,Ojeda Rodríguez,0.0,False,,u,16,17,0,0,0,389,0,0.0,0.0,Ojeda,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,702,275,698,276,683,268,707,277,,,,,,,0,0,0,0,0,0,413,238,636,233,708,279,779,328,0,0
0,0,209035,0,0,0,0,0,2,0.0,0.0,0,Jonathan,0.0,460,False,Season-long loan to Cardiff City,2023-09-01T14:45:03.225842Z,40,209035.jpg,0.0,Panzo,0.1,False,,u,16,17,0,884,0,9864,5,0.0,0.0,Panzo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,571,205,558,204,516,191,576,205,,,,,,,0,0,0,0,0,0,686,182,451,162,580,201,490,189,0,0
0,0,204822,0,0,-1,1,0,2,0.0,0.0,0,Omar,0.0,461,False,Season-long loan to Olympiakos,2023-08-16T16:30:07.161960Z,44,204822.jpg,0.0,Richards,0.0,False,,u,16,17,0,88,0,3889,3,0.0,0.0,O.Richards,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,661,255,651,255,620,250,665,255,,,,,,,0,0,0,0,0,0,531,102,574,234,671,253,632,228,0,0
0,0,185253,0,0,0,0,0,3,0.0,0.0,0,Gustavo Henrique,0.0,462,False,Season long loan to Olympiacos,2023-08-21T08:31:03.509832Z,45,185253.jpg,0.0,Furtado Scarpa,0.0,False,,u,16,17,0,296,0,5386,2,0.0,0.0,G.Scarpa,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,688,268,683,269,663,261,693,270,,,,,,,0,0,0,0,0,0,377,229,616,225,695,273,654,253,0,0
0,0,50232,0,0,-2,2,0,3,0.0,0.0,0,Jonjo,0.0,463,False,Season long loan to Çaykur Rizespor,2023-09-18T10:37:34.955618Z,48,50232.jpg,0.0,Shelvey,0.0,False,,u,16,17,0,290,0,2857,3,0.0,0.0,J.Shelvey,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,767,323,765,323,758,320,770,324,,,,,,,0,0,0,0,0,0,274,177,716,288,769,324,655,254,0,0
0,0,217331,0,0,0,0,0,4,0.0,0.0,0,Sam,0.0,464,False,Joined Nashville SC on a permanent transfer,2023-07-26T11:30:33.401435Z,45,217331.jpg,0.0,Surridge,0.1,False,,u,16,17,0,0,0,27373,19,0.0,0.0,Surridge,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,689,71,684,72,665,70,694,74,,,,,,,0,0,0,0,0,0,385,66,619,58,696,75,389,60,0,0
100,100,114241,0,0,-1,1,1,2,0.2,-0.3,0,Harry,0.2,465,False,,2023-11-05T22:00:09.521464Z,44,114241.jpg,2.9,Toffolo,0.1,False,,a,16,17,41,33346,28,28127,127,0.0,9.3,Toffolo,1009,1,3,2,22,0,0,0,2,0,0,3,202,285.8,248.5,163.0,69.6,11,1.10,1.04,2.14,17.05,164,61,95,16,143,18,128,26,,,,,,,0.1,0.0,0.09,0.19,1.52,1.96,510,90,351,121,169,41,380,147,0.98,0.18
0,0,201440,0,0,-1,1,0,4,0.0,0.0,0,Hwang,0.0,466,False,Season-long loan to Norwich City,2023-09-03T20:12:47.865585Z,44,201440.jpg,0.0,Ui-jo,0.3,False,,u,16,17,0,22938,0,128520,53,0.0,0.0,Ui-jo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,659,65,649,66,618,63,663,67,,,,,,,0,0,0,0,0,0,529,95,572,51,669,70,290,45,0,0
,,215136,0,0,-2,2,0,2,1.2,0.7,1,Neco,1.2,467,False,,,43,215136.jpg,1.5,Williams,0.2,False,,a,16,17,22,11123,87,22291,56,0.3,5.1,Williams,700,0,1,0,16,0,0,0,1,0,0,2,109,214.4,120.7,48.0,38.3,7,0.30,1.15,1.45,9.92,224,81,196,45,293,88,246,77,4,,3,,,,0.04,0.0,0.15,0.19,1.28,2.06,616,143,217,64,371,130,340,134,0.9,0.0
0,0,60689,0,0,-1,1,3,4,0.0,0.0,0,Chris,2.2,468,False,Hamstring injury - Unknown return date,2024-02-02T16:27:18.071854Z,49,60689.jpg,3.8,Wood,1.0,False,,i,16,17,75,344980,56,314578,5058,0.4,15.3,Wood,863,8,1,1,17,0,0,0,0,0,0,12,293,358.8,189.8,381.0,92.8,9,5.44,0.30,5.74,14.96,106,11,132,16,48,21,79,16,,,,,,,0.57,0.0,0.03,0.6,1.56,1.77,221,49,137,25,62,12,185,30,0.94,0.1
0,0,208912,0,0,-2,2,0,2,0.0,0.0,0,Joe,0.0,469,False,On loan to Beşiktaş until the end of the season,2024-02-05T18:39:44.767291Z,43,208912.jpg,1.9,Worrall,0.1,False,,u,16,17,13,5322,0,9732,41,0.0,3.0,Worrall,438,0,0,1,9,0,0,0,0,1,0,3,74,90.0,22.1,18.0,13.0,5,0.10,0.31,0.41,9.01,341,132,387,139,386,137,393,142,,,,,,,0.02,0.0,0.06,0.08,1.85,1.85,614,142,546,226,308,103,465,181,1.03,0.21
100,100,204968,0,0,-2,2,0,3,1.5,1.0,2,Ryan,1.5,470,False,,2023-10-02T09:30:09.366703Z,48,204968.jpg,1.4,Yates,0.0,False,,a,16,17,30,1688,12,3893,5,0.3,6.2,Yates,1138,0,0,1,26,0,0,0,4,0,0,1,114,175.6,64.3,157.0,39.6,11,1.46,0.43,1.89,18.92,260,107,296,160,150,92,238,118,,,,,,,0.12,0.0,0.03,0.15,1.5,2.06,294,192,200,92,390,175,588,216,0.87,0.08
75,0,159506,0,0,0,0,1,2,0.0,0.0,0,Olu,0.0,604,False,International Duty - 75% chance of playing,2023-12-30T22:30:10.491950Z,45,159506.jpg,2.4,Aina,0.2,False,,d,16,17,34,69315,17,67068,163,0.0,7.6,Aina,987,1,1,2,24,0,0,0,3,0,0,2,162,186.2,75.7,26.0,28.8,12,0.17,0.43,0.60,18.50,251,95,272,82,358,123,304,106,,,,,,,0.02,0.0,0.04,0.06,1.69,2.19,370,60,612,246,244,78,315,122,1.09,0.18
,,450197,0,0,-1,1,0,1,0.0,-0.5,0,George,0.0,636,False,,,39,450197.jpg,0.0,Shelvey,0.0,False,,a,16,17,0,2108,27,3311,6,0.0,0.0,G.Shelvey,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,543,52,530,35,485,24,547,52,,,,,,,0,0,0,0,0,0,794,85,418,44,552,51,533,72,0,0
,,547659,0,0,-1,1,0,2,0.0,-0.5,0,Josh,0.0,637,False,,,39,547659.jpg,0.0,Powell,0.1,False,,a,16,17,0,9077,219,8952,53,0.0,0.0,Powell,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,550,193,537,192,494,178,555,193,,,,,,,0,0,0,0,0,0,804,256,427,147,559,189,372,145,0,0
0,0,218430,0,0,-1,1,1,2,0.0,0.0,0,Gonzalo,1.2,679,False,Hamstring injury - Unknown return date,2024-02-09T16:30:09.306311Z,44,218430.jpg,2.2,Montiel,0.1,False,,i,16,17,20,13938,1,9466,415,0.3,4.5,G.Montiel,495,0,2,1,7,0,0,0,4,0,0,3,110,130.8,67.7,17.0,21.7,5,0.09,0.27,0.36,6.20,306,118,290,95,391,141,342,124,,,,,,,0.02,0.0,0.05,0.07,1.13,1.27,537,107,218,65,266,84,446,175,0.91,0.18
100,100,575476,0,0,0,0,0,2,1.2,0.7,1,Murillo,1.2,696,False,,2023-12-11T00:00:10.982891Z,45,575476.jpg,1.9,Santiago Costa dos Santos,0.1,False,,a,16,17,35,16305,55,11068,88,0.3,7.8,Murillo,1592,0,1,2,34,0,0,0,2,0,0,1,281,415.2,80.4,97.0,59.3,18,0.89,0.52,1.41,25.65,68,21,265,77,205,48,168,43,,,,,,,0.05,0.0,0.03,0.08,1.45,1.92,492,83,226,73,315,109,439,171,1.02,0.11
,,111452,0,0,0,0,0,1,0.0,-0.5,0,Odysseas,0.0,710,False,,,45,111452.jpg,2.4,Vlachodimos,0.1,False,,a,16,17,12,17068,11,14727,44,0.0,2.7,Odysseas,450,0,0,1,12,0,0,0,0,0,10,0,79,101.8,10.0,0.0,11.2,5,0.00,0.01,0.01,7.48,328,25,428,6,655,76,404,25,,,,,,,0.0,2.0,0.0,0.0,1.5,2.4,364,18,608,87,243,26,471,66,1.0,0.2
,,466404,0,0,0,0,0,2,0.8,0.3,0,Andrew,0.8,711,False,,,45,466404.jpg,1.0,Omobamidele,0.0,False,,a,16,17,3,1017,10,1020,10,0.2,0.7,Omobamidele,270,0,0,0,6,0,0,0,1,0,0,0,37,59.0,11.6,2.0,7.2,3,0.00,0.01,0.01,3.48,386,147,421,156,448,164,427,154,,,,,,,0.0,0.0,0.0,0.0,1.16,2.0,431,82,277,91,458,159,601,217,1.0,0.0
100,100,250199,0,0,0,0,1,3,3.2,2.7,6,Nicolás,3.2,712,False,,2023-10-01T19:30:09.351809Z,50,250199.jpg,3.3,Domínguez,0.0,False,,a,16,17,49,8758,46,7036,25,0.6,9.8,Dominguez,1038,2,1,4,19,0,0,0,1,0,0,6,187,249.8,118.3,152.0,52.2,14,0.99,0.88,1.87,14.44,192,80,202,125,151,93,190,96,,,,,,,0.09,0.0,0.08,0.17,1.25,1.65,203,127,78,34,123,60,571,208,1.21,0.35
75,0,210462,0,0,-1,1,0,3,0.0,0.0,0,Ibrahim,0.0,713,False,International Duty - 75% chance of playing,2023-12-30T22:30:10.706225Z,49,210462.jpg,1.7,Sangaré,0.0,False,,d,16,17,19,1925,0,1823,4,0.0,3.9,Sangaré,820,0,0,4,13,0,0,0,5,0,0,0,66,133.2,95.6,36.0,26.5,11,0.61,0.36,0.97,12.67,303,127,236,141,322,169,314,145,,,,,,,0.07,0.0,0.04,0.11,1.39,1.43,244,158,739,306,350,152,692,276,1.21,0.44
100,100,152760,0,0,0,0,0,4,0.2,-0.3,1,Divock,0.2,714,False,,2024-01-06T01:00:11.316351Z,50,152760.jpg,0.9,Origi,0.1,False,,a,16,17,9,32250,194,29479,47,0.0,1.8,Origi,198,0,0,0,3,0,0,0,1,0,0,0,24,12.6,29.2,31.0,6.8,2,0.25,0.18,0.43,4.12,462,55,368,51,337,53,430,53,,,,,,,0.11,0.0,0.08,0.19,1.87,1.36,181,43,379,48,503,66,423,63,0.91,0.0
,,524070,0,0,0,0,0,3,0.0,-0.5,0,Jamie,0.0,779,False,,,45,524070.jpg,0.0,McDonnell,0.0,False,,a,16,17,0,69,12,18,2,0.0,0.0,McDonnell,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,745,309,743,310,731,305,750,311,,,,,,,0,0,0,0,0,0,472,283,685,272,748,311,801,347,0,0
,,536677,0,0,0,0,0,4,0.0,-0.5,0,Detlef Esapa,0.0,780,False,,,45,536677.jpg,0.0,Osong,0.0,False,,a,16,17,0,243,29,75,6,0.0,0.0,Osong,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,750,88,748,90,738,89,755,91,,,,,,,0,0,0,0,0,0,482,88,691,78,753,91,763,103,0,0
,,536681,0,0,0,0,0,4,0.0,-0.5,0,Joe,0.0,781,False,,,45,536681.jpg,0.0,Gardner,0.0,False,,a,16,17,0,344,47,116,11,0.0,0.0,Gardner,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,751,89,749,91,739,90,756,92,,,,,,,0,0,0,0,0,0,483,89,692,79,754,92,750,101,0,0
,,427420,0,0,0,0,0,3,1.0,0.5,1,Giovanni,1.0,801,False,,,50,427420.jpg,1.0,Reyna,0.0,False,,a,16,17,2,1225,55,214,43,0.2,0.4,Reyna,29,0,0,0,0,0,0,0,0,0,0,0,9,6.8,20.5,8.0,3.6,0,0.06,0.02,0.08,0.00,478,214,389,196,422,211,458,207,,,,,,,0.19,0.0,0.06,0.25,0.0,0.0,205,129,258,120,487,230,681,271,0.0,0.0
,,85633,0,0,0,0,0,1,1.5,1.0,1,Matz,1.5,808,False,,,45,85633.jpg,1.5,Sels,0.0,False,,a,16,17,3,734,57,89,21,0.3,0.7,Sels,180,0,0,0,4,0,0,0,0,0,2,0,20,17.0,0.0,0.0,1.7,2,0.00,0.03,0.03,1.44,455,33,675,82,652,73,483,33,,,,,,,0.0,1.0,0.02,0.02,0.72,2.0,358,15,195,18,374,32,702,82,1.0,0.0
,,551232,0,0,0,0,0,4,0.5,0.0,0,Rodrigo,0.5,809,False,,,45,551232.jpg,1.0,Duarte Ribeiro,0.0,False,,a,16,17,1,355,49,75,18,0.1,0.2,Ribeiro,1,0,0,0,0,0,0,0,0,0,0,0,3,1.0,0.5,0.0,0.2,0,0.00,0.00,0.00,0.00,510,61,478,62,743,92,517,66,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,488,91,309,39,469,59,751,102,0.0,0.0
,,201410,0,0,-1,1,0,2,-0.3,0.2,0,Auston,0.2,27,False,,,39,201410.jpg,1.1,Trusty,2.2,False,,a,17,49,19,302681,924,189113,1111,0.1,4.9,Trusty,1441,0,0,1,41,0,0,0,4,0,0,0,192,290.8,56.7,54.0,40.2,16,0.26,0.29,0.55,28.05,159,58,310,103,282,85,236,71,,,,,,,0.02,0.0,0.02,0.04,1.75,2.56,780,242,333,106,416,142,129,56,1.0,0.06
,,433979,0,0,-2,2,0,4,2.0,2.5,7,Cameron,2.5,33,False,,,43,433979.jpg,3.0,Archer,5.3,False,,a,17,49,66,1410030,9857,1453642,3831,0.6,15.3,Archer,1449,4,2,2,36,0,0,0,2,0,0,9,206,230.2,231.1,269.0,73.1,16,3.72,0.77,4.49,30.51,209,26,104,11,83,28,118,24,,,,,,,0.23,0.0,0.05,0.28,1.9,2.24,627,103,113,23,152,27,70,11,0.99,0.12
100,100,194164,0,0,0,0,0,2,-0.3,0.2,1,Mason,0.2,255,False,,2023-08-28T07:56:52.861113Z,40,194164.jpg,0.5,Holgate,0.4,False,,a,17,49,1,4992,56,137297,37,0.0,0.2,Holgate,180,0,0,0,6,0,0,0,1,0,0,0,14,34.8,1.8,12.0,4.8,2,0.34,0.01,0.35,4.15,427,159,453,168,409,148,448,162,,,,,,,0.17,0.0,0.0,0.17,2.08,3.0,679,176,336,109,522,174,259,102,1.0,0.0
100,100,432714,0,0,-1,1,0,3,4.0,4.5,7,James,4.5,360,False,,2023-12-27T00:00:10.629264Z,44,432714.jpg,3.0,McAtee,0.8,False,,a,17,49,59,208371,3403,137245,675,1.0,13.4,McAtee,1333,3,3,2,43,0,0,0,2,0,0,0,190,255.4,256.3,219.0,73.1,15,2.13,1.23,3.36,27.43,189,78,88,66,107,68,119,71,3,,2,,,,0.14,0.0,0.08,0.22,1.85,2.9,556,316,38,19,154,74,201,64,1.01,0.14
100,100,233821,0,0,-2,2,1,2,0.0,0.5,2,Anel,0.5,471,False,,2023-12-22T23:30:11.074150Z,43,233821.jpg,1.3,Ahmedhodžić,0.2,False,,a,17,49,23,14328,43,41112,49,0.1,5.3,Ahmedhodžić,1575,1,0,1,46,0,0,0,7,0,0,4,199,328.2,23.9,138.0,49.2,17,2.01,0.12,2.13,36.25,125,44,382,135,160,25,204,59,,,,,,,0.11,0.0,0.01,0.12,2.07,2.63,622,147,298,99,396,137,344,135,0.97,0.06
,,538206,0,0,-1,1,0,1,-0.5,0.0,0,Jordan,0.0,472,False,,,39,538206.jpg,0.0,Amissah,0.3,False,,a,17,49,0,26536,24,28386,82,0.0,0.0,Amissah,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,549,56,536,39,492,28,553,56,,,,,,,0,0,0,0,0,0,802,89,425,48,558,55,274,39,0,0
50,50,82691,0,0,-2,2,0,2,-0.2,0.0,0,George,0.0,473,False,Muscle injury - 50% chance of playing,2024-01-25T18:00:09.610898Z,38,82691.jpg,1.7,Baldock,5.5,False,,d,17,49,19,603441,2644,1396197,2397,0.0,5.0,Baldock,833,0,2,0,18,0,0,0,4,0,0,2,104,159.2,92.0,19.0,26.9,10,0.03,0.59,0.62,18.33,272,105,244,69,380,133,312,110,,,,,,,0.0,0.0,0.06,0.06,1.98,1.94,808,258,390,132,342,118,68,23,1.08,0.0
0,0,40386,0,0,-1,1,0,2,0.0,0.0,0,Chris,0.0,474,False,Leg injury - Unknown return date,2023-10-07T21:00:08.209470Z,39,40386.jpg,1.0,Basham,0.4,False,,i,17,49,8,97899,16,113387,98,0.0,2.1,Basham,316,0,0,0,6,0,0,0,1,0,0,0,35,69.2,27.4,14.0,11.1,3,0.12,0.07,0.19,7.12,374,143,375,132,400,144,406,145,,,,,,,0.03,0.0,0.02,0.05,2.03,1.71,762,236,393,134,425,146,256,100,0.85,0.0
100,100,226182,0,0,0,0,0,2,0.3,0.8,2,Jayden,0.8,476,False,,2023-12-22T23:30:11.112348Z,45,226182.jpg,1.8,Bogle,0.1,False,,a,17,49,35,26295,38,23691,70,0.2,7.8,Bogle,1577,1,2,2,40,0,0,0,7,0,0,0,191,271.4,119.4,130.0,52.0,18,1.20,0.77,1.97,31.19,174,66,198,47,167,27,192,53,,,,,,,0.07,0.0,0.04,0.11,1.78,2.28,393,73,275,89,330,116,411,160,1.03,0.11
100,100,195473,0,0,-1,1,0,4,-0.7,-0.2,1,Rhian,-0.2,477,False,,2024-01-22T01:00:10.465177Z,49,195473.jpg,0.7,Brewster,0.0,False,,a,17,49,6,3288,23,8364,19,0.0,1.2,Brewster,209,0,0,0,5,0,0,0,0,1,0,0,7,14.4,15.2,29.0,5.8,2,0.04,0.05,0.09,5.04,458,54,402,54,349,55,436,55,,,,,3,,0.02,0.0,0.02,0.04,2.17,2.15,239,52,811,105,519,68,568,79,0.86,0.0
0,0,476938,0,0,-1,1,0,3,0.0,0.0,0,Ismaila,0.0,478,False,Season-long loan to AIK,2024-02-04T18:51:36.229561Z,44,476938.jpg,0.0,Coulibaly,0.0,False,,u,17,49,0,4541,0,6348,24,0.0,0.0,Coulibaly,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,675,260,666,263,635,249,679,262,,,,,,,0,0,0,0,0,0,564,320,593,215,684,267,558,202,0,0
100,100,102549,0,0,0,0,0,1,-0.5,0.0,0,Adam,0.0,479,False,,2023-10-12T09:30:10.081141Z,40,102549.jpg,0.0,Davies,0.2,False,,a,17,49,0,8938,39,14516,43,0.0,0.0,A.Davies,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,556,61,543,44,501,33,561,61,,,,,,,0,0,0,0,0,0,668,41,435,53,565,60,350,52,0,0
0,0,108416,0,0,-2,2,0,2,0.0,0.0,0,John,0.0,480,False,Leg injury - Unknown return date,2023-09-30T23:00:09.253470Z,43,108416.jpg,0.2,Egan,0.1,False,,i,17,49,1,4503,1,15176,5,0.0,0.2,Egan,482,0,0,0,17,0,0,0,2,0,0,0,54,91.2,1.4,38.0,13.1,6,0.17,0.00,0.17,14.85,340,131,457,170,315,99,391,141,,,,,,,0.03,0.0,0.0,0.03,2.77,3.17,599,130,537,220,529,179,496,191,1.12,0.0
0,0,47247,0,0,-1,1,0,3,0.0,0.0,0,John,0.0,481,False,Transferred to Blackburn Rovers,2024-02-04T18:53:18.011553Z,49,47247.jpg,0.8,Fleck,0.0,False,,u,17,49,3,683,0,1353,4,0.0,0.6,Fleck,89,0,0,0,5,0,0,0,1,0,0,0,13,5.4,26.0,2.0,3.3,1,0.00,0.35,0.35,3.15,481,215,376,191,454,226,464,211,,,,,,,0.0,0.0,0.35,0.35,3.19,5.06,219,141,728,296,509,243,721,291,1.01,0.0
,,82143,0,0,0,0,0,1,1.3,1.8,3,Wes,1.8,482,False,,,45,82143.jpg,2.3,Foderingham,0.3,False,,a,17,49,56,52606,68,55701,152,0.4,12.4,Foderingham,2108,0,0,1,58,1,0,0,2,0,101,7,406,706.4,0.0,0.0,70.7,23,0.00,0.03,0.03,46.36,3,2,674,81,651,72,126,2,,,,,,,0.0,4.31,0.0,0.0,1.98,2.48,356,14,173,17,259,28,273,38,0.98,0.04
25,25,523700,0,0,-2,2,0,4,-0.1,0.0,0,Daniel,0.0,483,False,Illness - 25% chance of playing,2023-08-06T23:30:06.119901Z,48,523700.jpg,0.0,Jebbison,0.0,False,,d,17,49,0,1906,10,2906,3,0.0,0.0,Jebbison,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,770,94,768,96,763,96,773,96,,,,,,,0,0,0,0,0,0,303,62,727,85,772,96,669,93,0,0
100,50,155197,0,0,-2,2,0,2,0.7,0.6,5,Max,1.2,484,False,,2024-01-12T18:00:10.746468Z,43,155197.jpg,1.4,Lowe,0.0,False,,a,17,49,11,1541,17,7232,4,0.3,2.6,Lowe,395,0,1,0,9,0,0,0,1,0,0,0,38,76.4,19.3,18.0,11.3,3,0.58,0.06,0.64,8.49,363,140,394,141,385,136,403,144,,,,,,,0.13,0.0,0.01,0.14,1.93,2.05,605,135,216,63,383,135,569,211,0.68,0.0
75,75,169432,0,0,-1,1,0,4,1.7,2.1,0,Oliver,2.8,485,False,Calf injury - 75% chance of playing,2024-02-05T14:00:09.183263Z,54,169432.jpg,3.1,McBurnie,0.0,False,,d,17,49,40,12470,15,14276,93,0.5,7.4,McBurnie,785,4,2,0,26,0,0,0,1,2,0,5,134,248.8,119.3,293.0,66.1,9,3.83,1.20,5.02,19.14,194,22,199,29,74,27,141,29,,,,,1,,0.44,0.0,0.14,0.58,2.19,2.98,113,33,104,20,148,26,526,74,1.03,0.0
0,0,440993,0,0,0,0,0,4,0.0,0.0,0,Iliman,0.0,486,False,Permanent transfer to Marseille,2023-08-02T07:28:59.550053Z,55,440993.jpg,0.0,Ndiaye,0.0,False,,u,17,49,0,0,0,2156,0,0.0,0.0,Ndiaye,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,803,100,803,100,802,100,803,100,,,,,,,0,0,0,0,0,0,108,31,787,95,802,100,690,95,0,0
75,100,443211,0,0,-1,1,0,2,-0.2,0.2,1,Rhys,0.2,487,False,Hamstring injury - 75% chance of playing,2024-02-10T20:30:08.290753Z,39,443211.jpg,0.4,Norrington-Davies,0.2,False,,d,17,49,2,29474,137,20523,135,0.1,0.5,Norrington-Davies,109,0,0,0,6,0,0,0,1,0,0,0,12,8.2,11.7,2.0,2.0,2,0.00,0.00,0.00,2.58,473,174,420,155,441,160,478,172,,,,,,,0.0,0.0,0.0,0.0,2.13,4.95,793,250,335,108,527,177,333,130,1.65,0.0
100,100,79934,0,0,-2,2,0,3,0.0,0.5,1,Oliver,0.5,488,False,,2023-12-06T22:00:10.467989Z,48,79934.jpg,1.8,Norwood,0.0,False,,a,17,49,36,9971,5,10760,15,0.1,7.5,Norwood,1282,1,0,0,37,0,0,0,6,0,0,3,196,271.2,250.9,80.0,60.2,14,1.10,1.04,2.14,31.05,175,72,93,71,232,123,162,86,4,,,,2,,0.08,0.0,0.07,0.15,2.18,2.6,279,180,314,149,335,144,563,205,0.98,0.0
